experiment,contrast,scheme,replicates,n_messages,n_units,draw_size_min,draw_size_max,difference_m,ratio,difference_low_m,difference_high_m,ratio_low,ratio_high
removal_10_7,MinMax_removal_on_survivors,spatial_1000m,6000,350,26,67,965,42.35630596535407,1.0533909529839798,-33.431887154810944,232.67881511590804,0.9595387490373412,1.3283471938108447
removal_10_7,MinMax_minus_FP_on_survivors,spatial_1000m,6000,350,26,67,965,483.3622887346241,2.3719501655134274,334.42907655745745,523.509669019842,1.6271924102511794,2.6864207956528436
removal_6_0,FP_removal_on_survivors,paired_messages,6000,130,130,130,130,191.79588240635712,1.6055754175212045,107.25299322406836,324.54005136407255,1.310308200837189,2.0789674857308165
removal_6_0,MinMax_removal_on_survivors,paired_messages,6000,130,130,130,130,1104.263135595786,2.4749676064716186,803.6113173037834,1251.4798286368493,1.9106469892236095,2.8125752861221684
removal_6_0,MinMax_minus_FP_on_survivors,paired_messages,6000,130,130,130,130,1344.4199114556404,3.6438279150864656,1090.2526848386067,1467.8530123165322,2.833360305860047,4.246815369406819
removal_6_0,FP_removal_on_survivors,spatial_1000m,6000,130,8,9,463,191.79588240635712,1.6055754175212045,113.48030749107375,967.2510708218316,1.2355270359478279,3.2897432131512145
removal_6_0,MinMax_removal_on_survivors,spatial_1000m,6000,130,8,9,463,1104.263135595786,2.4749676064716186,689.0680509617464,1455.140449513284,1.8274552580003955,2.83692178756945
removal_6_0,MinMax_minus_FP_on_survivors,spatial_1000m,6000,130,8,9,463,1344.4199114556404,3.6438279150864656,586.167747214115,1603.2151677300435,1.4236787185902957,5.088908846564673
removal_6_1,FP_removal_on_survivors,paired_messages,6000,32,32,32,32,187.2592592745765,1.5615552273710909,-69.08337660825339,412.16734788109994,0.8216955755256673,2.860903109763379
removal_6_1,MinMax_removal_on_survivors,paired_messages,6000,32,32,32,32,895.0782632149674,2.2219213197058774,84.58350416844624,1033.7314531417264,1.1188002861375093,2.5799722316251334
removal_6_1,MinMax_minus_FP_on_survivors,paired_messages,6000,32,32,32,32,1106.8706683481287,3.1256350550378778,412.00813523307687,1380.330326040531,1.8080102374971152,5.300453456777021
removal_6_1,FP_removal_on_survivors,spatial_1000m,6000,32,10,10,84,187.2592592745765,1.5615552273710909,-20.52855427237705,613.0031943728857,0.9391578111053956,2.8558696433720274
removal_6_1,MinMax_removal_on_survivors,spatial_1000m,6000,32,10,10,84,895.0782632149674,2.2219213197058774,3.0699492424347454,1084.837400292149,1.0040935332531886,2.7751433112130046
removal_6_1,MinMax_minus_FP_on_survivors,spatial_1000m,6000,32,10,10,84,1106.8706683481287,3.1256350550378778,242.02007681058694,1395.5179174184846,1.326947705141759,5.706501366687071
removal_6_2,FP_removal_on_survivors,paired_messages,6000,25,25,25,25,13.805006053039278,1.0228693346675246,-224.71803460671356,381.605095819592,0.6752239373439995,2.34959085066745
removal_6_2,MinMax_removal_on_survivors,paired_messages,6000,25,25,25,25,-3.9192085653724007,0.9966285616078434,-225.45455197276738,218.7361138881472,0.816355501730103,1.1978351191581562
removal_6_2,MinMax_minus_FP_on_survivors,paired_messages,6000,25,25,25,25,541.1024815272847,1.876347385689468,243.2335160915818,870.2204133553147,1.3249415504149225,2.8130228412471365
removal_6_2,FP_removal_on_survivors,spatial_1000m,6000,25,6,6,46,13.805006053039278,1.0228693346675246,-225.5870435313683,268.3602481013611,0.6737029317140564,1.5222575286676683
removal_6_2,MinMax_removal_on_survivors,spatial_1000m,6000,25,6,6,46,-3.9192085653724007,0.9966285616078434,-225.45455197276738,353.03097448041103,0.816355501730103,1.2714945384904779
removal_6_2,MinMax_minus_FP_on_survivors,spatial_1000m,6000,25,6,6,46,541.1024815272847,1.876347385689468,185.55266038872514,1072.6622094397705,1.2453033590198446,3.046190403001045
removal_6_3,FP_removal_on_survivors,paired_messages,6000,274,274,274,274,141.27463713778377,1.5090503895501761,64.10265059689063,186.5974723621192,1.221034869591988,1.6973532648329785
removal_6_3,MinMax_removal_on_survivors,paired_messages,6000,274,274,274,274,250.38490717822958,1.3004507365361189,160.93352441736062,330.5270424013532,1.1784087720344112,1.4208566968288028
removal_6_3,MinMax_minus_FP_on_survivors,paired_messages,6000,274,274,274,274,664.9486945494804,2.587745788988648,600.592741257126,758.078512308225,2.3176592214092535,3.1444162552099666
removal_6_3,FP_removal_on_survivors,spatial_1000m,6000,274,19,36,1134,141.27463713778377,1.5090503895501761,67.86865988965826,347.18486056190824,1.2520832759040699,1.8617723057583897
removal_6_3,MinMax_removal_on_survivors,spatial_1000m,6000,274,19,36,1134,250.38490717822958,1.3004507365361189,129.03322579567137,408.1089156096287,1.1733282449407922,1.4737717997088837
removal_6_3,MinMax_minus_FP_on_survivors,spatial_1000m,6000,274,19,36,1134,664.9486945494804,2.587745788988648,115.2627451747422,758.015393721871,1.151498802419348,3.228120463011055
removal_6_4,FP_removal_on_survivors,paired_messages,6000,12,12,12,12,-100.15425013699593,0.7359553969285201,-277.5047131467423,83.07936986367918,0.23561295982032174,1.2499262325718015
removal_6_4,MinMax_removal_on_survivors,paired_messages,6000,12,12,12,12,40.39405000881584,1.0309729267355352,-31.678878990348494,254.66129104005404,0.9754753174181031,1.2277485046402703
removal_6_4,MinMax_minus_FP_on_survivors,paired_messages,6000,12,12,12,12,1065.4130709989618,4.816580593377045,611.4493749814367,1310.8008758629192,1.8810242621618638,20.406637457843622
removal_6_4,FP_removal_on_survivors,spatial_1000m,6000,12,4,4,32,-100.15425013699593,0.7359553969285201,-268.95444802625605,178.3243741126645,0.2753872780517513,1.2833858532449416
removal_6_4,MinMax_removal_on_survivors,spatial_1000m,6000,12,4,4,32,40.39405000881584,1.0309729267355352,-73.70058815385096,1142.6841331026867,0.9112075343519139,1.732701802715385
removal_6_4,MinMax_minus_FP_on_survivors,spatial_1000m,6000,12,4,4,32,1065.4130709989618,4.816580593377045,117.35165539381364,2600.0173436297323,1.1453113141340039,26.43663130030021
removal_6_5,FP_removal_on_survivors,paired_messages,6000,92,92,92,92,71.61172677631032,1.1981556700400853,-73.91904850229696,262.8769395381198,0.8452630684004823,1.7832590952893432
removal_6_5,MinMax_removal_on_survivors,paired_messages,6000,92,92,92,92,540.2927895992823,1.5844574453879345,256.8356948978691,775.3753084268744,1.264738589354984,1.9263447110814644
removal_6_5,MinMax_minus_FP_on_survivors,paired_messages,6000,92,92,92,92,1031.724584729955,3.3827193395839616,718.151241251629,1220.5137631137193,2.339749651254822,4.029547162081026
removal_6_5,FP_removal_on_survivors,spatial_1000m,6000,92,13,18,250,71.61172677631032,1.1981556700400853,-117.80269692039279,554.9329063652804,0.7704216545851602,2.4692934182039337
removal_6_5,MinMax_removal_on_survivors,spatial_1000m,6000,92,13,18,250,540.2927895992823,1.5844574453879345,-148.07226853241588,970.736777764422,0.8160803178127921,2.2548896927127156
removal_6_5,MinMax_minus_FP_on_survivors,spatial_1000m,6000,92,13,18,250,1031.724584729955,3.3827193395839616,208.76297233483848,1195.547583392753,1.3762955731549424,3.8120923236723163
removal_6_6,FP_removal_on_survivors,paired_messages,6000,54,54,54,54,392.0744949921466,1.949220661107042,97.0425558213118,592.9865032474414,1.195234954312422,3.4287826799224055
removal_6_6,MinMax_removal_on_survivors,paired_messages,6000,54,54,54,54,500.4836620390622,1.8178518439620845,208.90009186938505,694.3624815692215,1.3314634128546075,2.3180955343480205
removal_6_6,MinMax_minus_FP_on_survivors,paired_messages,6000,54,54,54,54,307.30937869407205,1.3816923004544013,17.302402416426467,572.4621296681709,1.0203757201316583,1.9671451744712505
removal_6_6,FP_removal_on_survivors,spatial_1000m,6000,54,13,13,124,392.0744949921466,1.949220661107042,181.2870203443744,647.8579416192814,1.3759544746749948,3.9980791405717264
removal_6_6,MinMax_removal_on_survivors,spatial_1000m,6000,54,13,13,124,500.4836620390622,1.8178518439620845,103.27632223031947,741.4692896323849,1.156511308468306,2.3531006113162265
removal_6_6,MinMax_minus_FP_on_survivors,spatial_1000m,6000,54,13,13,124,307.30937869407205,1.3816923004544013,-18.13726972362008,585.9953747913733,0.9762703353252519,1.7441748464748967
removal_6_7,FP_removal_on_survivors,paired_messages,6000,4,4,4,4,512.6980525573032,3.525359036843971,-163.69722182632398,1247.2936739421589,0.3147348936440414,17.491431104754366
removal_6_7,MinMax_removal_on_survivors,paired_messages,6000,4,4,4,4,683.5317233024989,1.600352456839286,-91.21903824822425,3257.8562110986204,0.9516257346238085,4.063721453779713
removal_6_7,MinMax_minus_FP_on_survivors,paired_messages,6000,4,4,4,4,1106.3645272135402,2.545810855029315,443.1732596227066,4246.037505873029,1.3349946175435903,57.47500016732291
removal_6_7,FP_removal_on_survivors,spatial_1000m,6000,4,3,3,6,512.6980525573032,3.525359036843971,-80.33331505909894,1247.2936739421589,0.6043081066287941,17.491431104754366
removal_6_7,MinMax_removal_on_survivors,spatial_1000m,6000,4,3,3,6,683.5317233024989,1.600352456839286,-91.21903824822425,1946.9054273464649,0.9516257346238085,2.7099856768811907
removal_6_7,MinMax_minus_FP_on_survivors,spatial_1000m,6000,4,3,3,6,1106.3645272135402,2.545810855029315,443.1732596227066,2962.7695988739083,1.3349946175435903,25.14909851887023
